name,ticker_bourso,isin,detail_url,last,variation,high,low,volume,raw_data_ist_init
AB SCIENCE,1rPAB,FR0010557264,https://www.boursorama.com/cours/1rPAB/,1.152,-0.0034602076124568,1.168,1.142,,"{""symbol"":""1rPAB"",""variation"":-0.0034602076124568,""last"":1.152,""previousClose"":1.156,""high"":1.168,""low"":1.142,""totalVolume"":18741,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:46:08"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.208,""lowLimit"":1.096,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABC ARBITRAGE,1rPABCA,FR0004040608,https://www.boursorama.com/cours/1rPABCA/,5.19,0.025691699604743,5.21,5.07,,"{""symbol"":""1rPABCA"",""variation"":0.025691699604743,""last"":5.19,""previousClose"":5.06,""high"":5.21,""low"":5.07,""totalVolume"":61787,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:45:27"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":5.44,""lowLimit"":4.935,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABEO,1rPABEO,FR0013185857,https://www.boursorama.com/cours/1rPABEO/,7.8,-0.020100502512563,7.96,7.72,,"{""symbol"":""1rPABEO"",""variation"":-0.020100502512563,""last"":7.8,""previousClose"":7.96,""high"":7.96,""low"":7.72,""totalVolume"":947,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:35:13"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":8.18,""lowLimit"":7.42,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABIONYX PHARMA,1rPABNX,FR0012616852,https://www.boursorama.com/cours/1rPABNX/,3.83,0.030955585464334,4.14,3.715,,"{""symbol"":""1rPABNX"",""variation"":0.030955585464334,""last"":3.83,""previousClose"":3.715,""high"":4.14,""low"":3.715,""totalVolume"":567185,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:46:40"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.02,""lowLimit"":3.64,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABIVAX,1rPABVX,FR0012333284,https://www.boursorama.com/cours/1rPABVX/,89.9,0.007847533632287,90.8,87.5,,"{""symbol"":""1rPABVX"",""variation"":0.007847533632287,""last"":89.9,""previousClose"":89.2,""high"":90.8,""low"":87.5,""totalVolume"":26825,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:48:50"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":94.3,""lowLimit"":85.5,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABL DIAGNOSTICS,1rPABLD,FR001400AHX6,https://www.boursorama.com/cours/1rPABLD/,2.96,-0.075,3,2.7,,"{""symbol"":""1rPABLD"",""variation"":-0.075,""last"":2.96,""previousClose"":3.2,""high"":3,""low"":2.7,""totalVolume"":3516,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:22:07"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":3.1,""lowLimit"":2.82,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACHETER-LOUER.FR,1rPALALO,FR0014011O84,https://www.boursorama.com/cours/1rPALALO/,0.0085,0.0625,0.0094,0.0079,,"{""symbol"":""1rPALALO"",""variation"":0.0625,""last"":0.0085,""previousClose"":0.008,""high"":0.0094,""low"":0.0079,""totalVolume"":2200125,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:33:59"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.0255,""lowLimit"":0.0001,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACTEOS (EX DATATRONIC),1rPEOS,FR0000076861,https://www.boursorama.com/cours/1rPEOS/,0.83,-0.034883720930233,0.85,0.83,,"{""symbol"":""1rPEOS"",""variation"":-0.034883720930233,""last"":0.83,""previousClose"":0.86,""high"":0.85,""low"":0.83,""totalVolume"":111,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:54:36"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.87,""lowLimit"":0.79,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACTIA GROUP,1rPALATI,FR0000076655,https://www.boursorama.com/cours/1rPALATI/,3.3,0.012269938650307,3.32,3.25,,"{""symbol"":""1rPALATI"",""variation"":0.012269938650307,""last"":3.3,""previousClose"":3.26,""high"":3.32,""low"":3.25,""totalVolume"":7543,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:08:43"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":3.46,""lowLimit"":3.14,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACTICOR BIOTECH,1rPALACT,FR0014005OJ5,https://www.boursorama.com/cours/1rPALACT/,0.25,0,0,0,,"{""symbol"":""1rPALACT"",""variation"":0,""last"":0.25,""previousClose"":0.25,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2024-12-09 15:36:28"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0002,""lowLimit"":0.0002,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACTIVIUM GROUP,1rPMLACT,FR0010979377,https://www.boursorama.com/cours/1rPMLACT/,2.3,0,0,0,,"{""symbol"":""1rPMLACT"",""variation"":0,""last"":2.3,""previousClose"":2.3,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-25 14:04:35"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.68,""lowLimit"":2.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADEUNIS,1rPALARF,FR0013284627,https://www.boursorama.com/cours/1rPALARF/,0.59,-0.016666666666667,0.59,0.59,,"{""symbol"":""1rPALARF"",""variation"":-0.016666666666667,""last"":0.59,""previousClose"":0.6,""high"":0.59,""low"":0.59,""totalVolume"":183,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:55:06"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.615,""lowLimit"":0.565,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADOCIA,1rPADOC,FR0011184241,https://www.boursorama.com/cours/1rPADOC/,4.645,0.017524644030668,4.645,4.53,,"{""symbol"":""1rPADOC"",""variation"":0.017524644030668,""last"":4.645,""previousClose"":4.565,""high"":4.645,""low"":4.53,""totalVolume"":79592,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:44:15"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.875,""lowLimit"":4.415,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADOMOS,1rPALADO,FR00140153H3,https://www.boursorama.com/cours/1rPALADO/,2.14,-0.018348623853211,2.14,2.0205,,"{""symbol"":""1rPALADO"",""variation"":-0.018348623853211,""last"":2.14,""previousClose"":2.18,""high"":2.14,""low"":2.0205,""totalVolume"":102,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:06:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.247,""lowLimit"":2.033,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADUX,1rPALDUX,FR0012821890,https://www.boursorama.com/cours/1rPALDUX/,1.51,-0.01628664495114,1.53,1.46,,"{""symbol"":""1rPALDUX"",""variation"":-0.01628664495114,""last"":1.51,""previousClose"":1.535,""high"":1.53,""low"":1.46,""totalVolume"":2713,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:57:59"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.585,""lowLimit"":1.435,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADVICENNE,1rPALDVI,FR0013296746,https://www.boursorama.com/cours/1rPALDVI/,1.482,-0.057251908396947,1.63,1.48,,"{""symbol"":""1rPALDVI"",""variation"":-0.057251908396947,""last"":1.482,""previousClose"":1.572,""high"":1.63,""low"":1.48,""totalVolume"":24207,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:35:02"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.556,""lowLimit"":1.408,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADVINI,1rPALAVI,FR0000053043,https://www.boursorama.com/cours/1rPALAVI/,16.8,-0.0059171597633135,16.9,16.6,,"{""symbol"":""1rPALAVI"",""variation"":-0.0059171597633135,""last"":16.8,""previousClose"":16.9,""high"":16.9,""low"":16.6,""totalVolume"":672,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:20:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":17.6,""lowLimit"":16,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AELIS FARMA,1rPAELIS,FR0014007ZB4,https://www.boursorama.com/cours/1rPAELIS/,1.245,-0.019685039370079,1.28,1.245,,"{""symbol"":""1rPAELIS"",""variation"":-0.019685039370079,""last"":1.245,""previousClose"":1.27,""high"":1.28,""low"":1.245,""totalVolume"":10991,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:47:40"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.305,""lowLimit"":1.185,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AFYREN,1rPALAFY,FR0014005AC9,https://www.boursorama.com/cours/1rPALAFY/,2.7,-0.014598540145985,2.845,2.66,,"{""symbol"":""1rPALAFY"",""variation"":-0.014598540145985,""last"":2.7,""previousClose"":2.74,""high"":2.845,""low"":2.66,""totalVolume"":18798,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:43:48"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":2.835,""lowLimit"":2.565,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AGRIPOWER,1rPALAGP,FR0013452281,https://www.boursorama.com/cours/1rPALAGP/,1.2,-0.04,1.2,1.12,,"{""symbol"":""1rPALAGP"",""variation"":-0.04,""last"":1.2,""previousClose"":1.25,""high"":1.2,""low"":1.12,""totalVolume"":36392,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:18:24"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.26,""lowLimit"":1.14,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AGROGENERATION,1rPALALAGR,FR0010641449,https://www.boursorama.com/cours/1rPALALAGR/,0.0416,0,0.0416,0.038,,"{""symbol"":""1rPALALAGR"",""variation"":0,""last"":0.0416,""previousClose"":0.0416,""high"":0.0416,""low"":0.038,""totalVolume"":132212,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 09:52:04"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.052,""lowLimit"":0.0312,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AIR MARINE,1rPMLAIM,FR0013285103,https://www.boursorama.com/cours/1rPMLAIM/,1.07,0,0,0,,"{""symbol"":""1rPMLAIM"",""variation"":0,""last"":1.07,""previousClose"":1.07,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2022-08-23 11:30:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.21,""lowLimit"":0.0005,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACOMO,1rAACOMO,NL0000313286,https://www.boursorama.com/cours/1rAACOMO/,26.5,0.013384321223709,26.6,25.95,,"{""symbol"":""1rAACOMO"",""variation"":0.013384321223709,""last"":26.5,""previousClose"":26.15,""high"":26.6,""low"":25.95,""totalVolume"":17037,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:32:58"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":27.8,""lowLimit"":25.2,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADUX,1rAADUX,FR0012821890,https://www.boursorama.com/cours/1rAADUX/,1.53,0,0,0,,"{""symbol"":""1rAADUX"",""variation"":0,""last"":1.53,""previousClose"":1.53,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""AMS"",""tradeDate"":""2024-06-26 15:43:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.683,""lowLimit"":1.39077,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AFC AJAX,1rAAJAX,NL0000018034,https://www.boursorama.com/cours/1rAAJAX/,8.48,-0.0023529411764705,8.56,8.42,,"{""symbol"":""1rAAJAX"",""variation"":-0.0023529411764705,""last"":8.48,""previousClose"":8.5,""high"":8.56,""low"":8.42,""totalVolume"":1449,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:19:57"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":8.9,""lowLimit"":8.06,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ALFEN,1rAALFEN,NL0012817175,https://www.boursorama.com/cours/1rAALFEN/,8.884,0.0054323223177909,8.892,8.662,,"{""symbol"":""1rAALFEN"",""variation"":0.0054323223177909,""last"":8.884,""previousClose"":8.836,""high"":8.892,""low"":8.662,""totalVolume"":61473,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:28:09"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":9.328,""lowLimit"":8.44,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ALMUNDA PROF,1rAAMUND,NL0010696704,https://www.boursorama.com/cours/1rAAMUND/,0.905,-0.06701030927835,0.905,0.905,,"{""symbol"":""1rAAMUND"",""variation"":-0.06701030927835,""last"":0.905,""previousClose"":0.97,""high"":0.905,""low"":0.905,""totalVolume"":100,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 09:00:03"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.995,""lowLimit"":0.815,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ALUMEXX,1rAALX,NL0012194724,https://www.boursorama.com/cours/1rAALX/,1.46,-0.013513513513514,1.46,1.46,,"{""symbol"":""1rAALX"",""variation"":-0.013513513513514,""last"":1.46,""previousClose"":1.48,""high"":1.46,""low"":1.46,""totalVolume"":300,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 12:53:03"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.6,""lowLimit"":1.32,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AMG CRIT MAT,1rAAMG,NL0000888691,https://www.boursorama.com/cours/1rAAMG/,34.08,0.0011750881316098,34.24,33.6,,"{""symbol"":""1rAAMG"",""variation"":0.0011750881316098,""last"":34.08,""previousClose"":34.04,""high"":34.24,""low"":33.6,""totalVolume"":69607,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:33:47"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":35.78,""lowLimit"":32.38,""valorization"":0,""shares"":0,""tradeCapital"":0}"
APERAM,1rAAPAM,LU0569974404,https://www.boursorama.com/cours/1rAAPAM/,33.16,-0.024705882352941,33.8,32.98,,"{""symbol"":""1rAAPAM"",""variation"":-0.024705882352941,""last"":33.16,""previousClose"":34,""high"":33.8,""low"":32.98,""totalVolume"":39681,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:32:39"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":34.8,""lowLimit"":31.52,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AVANTIUM,1rAAVTX,NL0015002IE0,https://www.boursorama.com/cours/1rAAVTX/,6.572,0.0047393364928909,6.64,6.47,,"{""symbol"":""1rAAVTX"",""variation"":0.0047393364928909,""last"":6.572,""previousClose"":6.541,""high"":6.64,""low"":6.47,""totalVolume"":34547,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:19:23"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":6.9,""lowLimit"":6.244,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AZERION CO,1rAAZRN,NL00150006Z9,https://www.boursorama.com/cours/1rAAZRN/,0.712,-0.048128342245989,0.744,0.7,,"{""symbol"":""1rAAZRN"",""variation"":-0.048128342245989,""last"":0.712,""previousClose"":0.748,""high"":0.744,""low"":0.7,""totalVolume"":14148,""exchangeCode"":""AMS"",""tradeDate"":""2026-03-30 14:27:37"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.746,""lowLimit"":0.678,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ABO-GROUP,FF11_ABO,BE0974278104,https://www.boursorama.com/cours/FF11-ABO/,4.26,-0.031818181818182,4.4,4.26,,"{""symbol"":""FF11-ABO"",""variation"":-0.031818181818182,""last"":4.26,""previousClose"":4.4,""high"":4.4,""low"":4.26,""totalVolume"":1637,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:13:27"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.46,""lowLimit"":4.06,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ACCENTIS,FF11_ACCB,BE0003696102,https://www.boursorama.com/cours/FF11-ACCB/,0.0275,0.018518518518519,0.0275,0.027,,"{""symbol"":""FF11-ACCB"",""variation"":0.018518518518519,""last"":0.0275,""previousClose"":0.027,""high"":0.0275,""low"":0.027,""totalVolume"":472663,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 13:34:17"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.041,""lowLimit"":0.014,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADEC INNOVATIONS,FF11_MLADE,NL0015002K91,https://www.boursorama.com/cours/FF11-MLADE/,0,0,0,0,,"{""symbol"":""FF11-MLADE"",""variation"":0,""last"":0,""previousClose"":0,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""0000-00-00 00:00:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":11,""lowLimit"":9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ADVICENNE,FF11_ADVIC,FR0013296746,https://www.boursorama.com/cours/FF11-ADVIC/,7.48,0,0,0,,"{""symbol"":""FF11-ADVIC"",""variation"":0,""last"":7.48,""previousClose"":0,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2020-06-22 17:35:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0,""lowLimit"":0,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AGFA-GEVAERT,FF11_AGFB,BE0003755692,https://www.boursorama.com/cours/FF11-AGFB/,0.4775,-0.024514811031665,0.4775,0.463,,"{""symbol"":""FF11-AGFB"",""variation"":-0.024514811031665,""last"":0.4775,""previousClose"":0.4895,""high"":0.4775,""low"":0.463,""totalVolume"":33831,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:13:49"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.501,""lowLimit"":0.454,""valorization"":0,""shares"":0,""tradeCapital"":0}"
ATENOR,FF11_ATEB,BE0003837540,https://www.boursorama.com/cours/FF11-ATEB/,1.85,-0.026315789473684,1.87,1.85,,"{""symbol"":""FF11-ATEB"",""variation"":-0.026315789473684,""last"":1.85,""previousClose"":1.9,""high"":1.87,""low"":1.85,""totalVolume"":10411,""exchangeCode"":""BEL"",""tradeDate"":""2026-03-30 14:21:02"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.94,""lowLimit"":1.76,""valorization"":0,""shares"":0,""tradeCapital"":0}"
AVANTIUM,FF11_AVTX,NL0015002IE0,https://www.boursorama.com/cours/FF11-AVTX/,1.826,0.27871148459384,0,0,,"{""symbol"":""FF11-AVTX"",""variation"":0.27871148459384,""last"":1.826,""previousClose"":1.428,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""BEL"",""tradeDate"":""2025-02-26 17:35:28"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":1.9866,""lowLimit"":1.64165,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BAIKOWSKI,1rPALBKK,FR0013384369,https://www.boursorama.com/cours/1rPALBKK/,19.8,-0.057142857142857,21.2,19.6,,"{""symbol"":""1rPALBKK"",""variation"":-0.057142857142857,""last"":19.8,""previousClose"":21,""high"":21.2,""low"":19.6,""totalVolume"":193,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:47:38"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":20.6,""lowLimit"":18.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BALYO,1rPBALYO,FR0013258399,https://www.boursorama.com/cours/1rPBALYO/,0.6,0,0.6,0.6,,"{""symbol"":""1rPBALYO"",""variation"":0,""last"":0.6,""previousClose"":0.6,""high"":0.6,""low"":0.6,""totalVolume"":271675,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:03:40"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.606,""lowLimit"":0.594,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BARBARA BUI,1rPBUI,FR0000062788,https://www.boursorama.com/cours/1rPBUI/,4,0.052631578947368,4,4,,"{""symbol"":""1rPBUI"",""variation"":0.052631578947368,""last"":4,""previousClose"":3.8,""high"":4,""low"":4,""totalVolume"":1,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:30:12"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.2,""lowLimit"":3.44,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BASSAC,1rPBASS,FR0004023208,https://www.boursorama.com/cours/1rPBASS/,46.3,-0.010683760683761,46.6,45.8,,"{""symbol"":""1rPBASS"",""variation"":-0.010683760683761,""last"":46.3,""previousClose"":46.8,""high"":46.6,""low"":45.8,""totalVolume"":79,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 11:31:42"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":48.6,""lowLimit"":44,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BASTIDE LE CONFORT MED.,1rPBLC,FR0000035370,https://www.boursorama.com/cours/1rPBLC/,23.25,0.01528384279476,23.25,22.85,,"{""symbol"":""1rPBLC"",""variation"":0.01528384279476,""last"":23.25,""previousClose"":22.9,""high"":23.25,""low"":22.85,""totalVolume"":1698,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:32:07"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":24.4,""lowLimit"":22.1,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BELIEVE,1rPBLV,FR0014003FE9,https://www.boursorama.com/cours/1rPBLV/,17.2,0,0,0,,"{""symbol"":""1rPBLV"",""variation"":0,""last"":17.2,""previousClose"":17.2,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2025-07-21 17:35:13"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":18.92,""lowLimit"":15.6348,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BENETEAU,1rPBEN,FR0000035164,https://www.boursorama.com/cours/1rPBEN/,6.725,0.010518407212622,6.745,6.575,,"{""symbol"":""1rPBEN"",""variation"":0.010518407212622,""last"":6.725,""previousClose"":6.655,""high"":6.745,""low"":6.575,""totalVolume"":34820,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:47:45"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":7.06,""lowLimit"":6.39,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BERNARD LOISEAU,1rPALDBL,FR0000066961,https://www.boursorama.com/cours/1rPALDBL/,3.38,0,0,0,,"{""symbol"":""1rPALDBL"",""variation"":0,""last"":3.38,""previousClose"":3.38,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-26 11:30:05"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":4.4,""lowLimit"":2.96,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BIGBEN INTERACTIVE,1rPBIG,FR0000074072,https://www.boursorama.com/cours/1rPBIG/,0.272,-0.035460992907801,0.281,0.27,,"{""symbol"":""1rPBIG"",""variation"":-0.035460992907801,""last"":0.272,""previousClose"":0.282,""high"":0.281,""low"":0.27,""totalVolume"":16626,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:17:40"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.2855,""lowLimit"":0.2585,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BILENDI,1rPALBLD,FR0004174233,https://www.boursorama.com/cours/1rPALBLD/,13.55,0,13.6,13.35,,"{""symbol"":""1rPALBLD"",""variation"":0,""last"":13.55,""previousClose"":13.55,""high"":13.6,""low"":13.35,""totalVolume"":1063,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 13:07:19"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":14.2,""lowLimit"":12.9,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BIO-INOX,1rPMLNOX,FR001400UBS7,https://www.boursorama.com/cours/1rPMLNOX/,0,-1,0,0,,"{""symbol"":""1rPMLNOX"",""variation"":-1,""last"":0,""previousClose"":9.49,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""0000-00-00 00:00:00"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":10.4,""lowLimit"":8.55,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BIO-UV GRP,1rPALTUV,FR0013345493,https://www.boursorama.com/cours/1rPALTUV/,1.298,-0.0015384615384615,1.3,1.298,,"{""symbol"":""1rPALTUV"",""variation"":-0.0015384615384615,""last"":1.298,""previousClose"":1.3,""high"":1.3,""low"":1.298,""totalVolume"":202,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 10:41:16"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":1.362,""lowLimit"":1.234,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BIOCORP,1rPALCOR,FR0012788065,https://www.boursorama.com/cours/1rPALCOR/,35.1,2.7142857142857,0,0,,"{""symbol"":""1rPALCOR"",""variation"":2.7142857142857,""last"":35.1,""previousClose"":9.45,""high"":0,""low"":0,""totalVolume"":0,""exchangeCode"":""PAR"",""tradeDate"":""2023-09-27 17:11:01"",""category"":""STK"",""decimals"":3,""tradingDecimals"":3,""highLimit"":0.0002,""lowLimit"":0.0002,""valorization"":0,""shares"":0,""tradeCapital"":0}"
BIOPHYTIS,1rPALBPS,FR001400OLP5,https://www.boursorama.com/cours/1rPALBPS/,0.0205,-0.019138755980861,0.0209,0.0194,,"{""symbol"":""1rPALBPS"",""variation"":-0.019138755980861,""last"":0.0205,""previousClose"":0.0209,""high"":0.0209,""low"":0.0194,""totalVolume"":723019,""exchangeCode"":""PAR"",""tradeDate"":""2026-03-30 14:14:18"",""category"":""STK"",""decimals"":3,""tradingDecimals"":4,""highLimit"":0.0307,""lowLimit"":0.0103,""valorization"":0,""shares"":0,""tradeCapital"":0}"
